invoice_id,customer_id,plan,amount,currency,payment_status,payment_method,due_date,paid_date,refund_status
INV-001049,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2025-11-26,2025-11-29,Not Requested
INV-001050,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-001051,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2026-01-25,2026-02-01,Not Requested
INV-001052,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2026-02-24,2026-02-26,Not Requested
INV-001053,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2026-03-26,2026-03-28,Not Requested
INV-001054,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2026-04-25,2026-04-30,Not Requested
INV-001055,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2026-05-25,2026-05-29,Not Requested
INV-001056,CUST-00188,Starter,462.96,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-001057,CUST-00188,Starter,462.96,USD,Paid,PayPal,2026-07-24,2026-07-24,Not Requested
INV-001058,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-001059,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2025-09-27,2025-10-01,Not Requested
INV-001060,CUST-00189,Starter,272.84,USD,Paid,PayPal,2025-10-27,2025-10-30,Not Requested
INV-001061,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-001062,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2025-12-26,2025-12-28,Not Requested
INV-001063,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-001064,CUST-00189,Starter,272.84,USD,Paid,PayPal,2026-02-24,2026-02-26,Not Requested
INV-001065,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2026-03-26,2026-03-28,Not Requested
INV-001066,CUST-00189,Starter,272.84,USD,Paid,PayPal,2026-04-25,2026-04-27,Not Requested
INV-001067,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2026-05-25,2026-05-29,Not Requested
INV-001068,CUST-00189,Starter,272.84,USD,Paid,PayPal,2026-06-24,2026-06-24,Not Requested
INV-001069,CUST-00189,Starter,272.84,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-001070,CUST-00190,Enterprise,1279582.59,AUD,Paid,Wire Transfer,2025-08-28,2025-09-01,Not Requested
INV-001071,CUST-00193,Enterprise,275013.36,EUR,Paid,Wire Transfer,2025-08-28,2025-09-01,Not Requested
INV-001072,CUST-00195,Starter,2726.47,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-001073,CUST-00197,Professional,108202.48,CAD,Failed,Credit Card,2025-08-28,,Not Requested
INV-001074,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2025-08-28,2025-09-05,Not Requested
INV-001075,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-001076,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2025-10-27,2025-10-29,Not Requested
INV-001077,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2025-11-26,2025-11-28,Not Requested
INV-001078,CUST-00198,Professional,5340.18,USD,Paid,PayPal,2025-12-26,2025-12-26,Not Requested
INV-001079,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2026-01-25,2026-01-29,Not Requested
INV-001080,CUST-00198,Professional,5340.18,USD,Paid,ACH Bank Transfer,2026-02-24,2026-02-25,Not Requested
INV-001081,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2026-03-26,2026-03-29,Not Requested
INV-001082,CUST-00198,Professional,5340.18,USD,Paid,ACH Bank Transfer,2026-04-25,2026-04-26,Not Requested
INV-001083,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-001084,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2026-06-24,2026-06-28,Not Requested
INV-001085,CUST-00198,Professional,5340.18,USD,Paid,Credit Card,2026-07-24,2026-07-25,Not Requested
INV-001086,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-001087,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-001088,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2025-10-27,2025-10-31,Not Requested
INV-001089,CUST-00199,Starter,136.05,USD,Paid,PayPal,2025-11-26,2025-11-29,Not Requested
INV-001090,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-001091,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-001092,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-001093,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-001094,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2026-04-25,2026-04-26,Not Requested
INV-001095,CUST-00199,Starter,136.05,USD,Paid,PayPal,2026-05-25,2026-05-27,Not Requested
INV-001096,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2026-06-24,2026-06-30,Not Requested
INV-001097,CUST-00199,Starter,136.05,USD,Paid,Credit Card,2026-07-24,2026-07-27,Not Requested
INV-001098,CUST-00200,Starter,4707.23,USD,Paid,PayPal,2025-08-28,2025-08-30,Not Requested
INV-001099,CUST-00202,Enterprise,2930439.75,AUD,Paid,Wire Transfer,2025-08-28,2025-08-29,Not Requested
INV-001100,CUST-00203,Starter,159.33,EUR,Paid,PayPal,2025-08-28,2025-09-01,Not Requested
INV-001101,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-001102,CUST-00203,Starter,159.33,EUR,Paid,ACH Bank Transfer,2025-10-27,2025-11-03,Not Requested
INV-001103,CUST-00203,Starter,159.33,EUR,Pending,Credit Card,2025-11-26,,Not Requested
INV-001104,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2025-12-26,2025-12-31,Not Requested
INV-001105,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-001106,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2026-02-24,2026-03-03,Not Requested
INV-001107,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2026-03-26,2026-03-30,Not Requested
INV-001108,CUST-00203,Starter,159.33,EUR,Paid,PayPal,2026-04-25,2026-04-25,Not Requested
INV-001109,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2026-05-25,2026-06-02,Not Requested
INV-001110,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2026-06-24,2026-06-28,Not Requested
INV-001111,CUST-00203,Starter,159.33,EUR,Paid,Credit Card,2026-07-24,2026-07-29,Not Requested
INV-001112,CUST-00204,Starter,3431.29,USD,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-001113,CUST-00205,Enterprise,482603.02,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-001114,CUST-00206,Enterprise,975610.83,USD,Paid,ACH Bank Transfer,2025-08-28,2025-09-03,Not Requested
INV-001115,CUST-00207,Starter,1114.07,EUR,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-001116,CUST-00208,Professional,8045.32,EUR,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-001117,CUST-00208,Professional,8045.32,EUR,Paid,ACH Bank Transfer,2025-09-27,2025-09-27,Not Requested
INV-001118,CUST-00208,Professional,8045.32,EUR,Paid,Credit Card,2025-10-27,2025-11-03,Not Requested
INV-001119,CUST-00208,Professional,8045.32,EUR,Paid,PayPal,2025-11-26,2025-11-30,Not Requested
INV-001120,CUST-00208,Professional,8045.32,EUR,Paid,ACH Bank Transfer,2025-12-26,2025-12-28,Not Requested
INV-001121,CUST-00208,Professional,8045.32,EUR,Paid,ACH Bank Transfer,2026-01-25,2026-01-29,Not Requested
INV-001122,CUST-00208,Professional,8045.32,EUR,Paid,Credit Card,2026-02-24,2026-02-26,Not Requested
INV-001123,CUST-00208,Professional,8045.32,EUR,Paid,Credit Card,2026-03-26,2026-03-29,Not Requested
INV-001124,CUST-00208,Professional,8045.32,EUR,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-001125,CUST-00208,Professional,8045.32,EUR,Paid,Credit Card,2026-05-25,2026-05-26,Not Requested
INV-001126,CUST-00208,Professional,8045.32,EUR,Paid,ACH Bank Transfer,2026-06-24,2026-06-25,Not Requested
INV-001127,CUST-00208,Professional,8045.32,EUR,Paid,ACH Bank Transfer,2026-07-24,2026-07-26,Not Requested
INV-001128,CUST-00210,Starter,237.0,USD,Pending,Credit Card,2025-08-28,,Not Requested
INV-001129,CUST-00210,Starter,237.0,USD,Paid,Credit Card,2025-09-27,2025-09-30,Not Requested
INV-001130,CUST-00210,Starter,237.0,USD,Paid,Credit Card,2025-10-27,2025-11-05,Not Requested
INV-001131,CUST-00210,Starter,237.0,USD,Refunded,Credit Card,2025-11-26,2025-11-30,Approved - Refunded
INV-001132,CUST-00210,Starter,237.0,USD,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-001133,CUST-00210,Starter,237.0,USD,Failed,Credit Card,2026-01-25,,Not Requested
INV-001134,CUST-00210,Starter,237.0,USD,Paid,PayPal,2026-02-24,2026-02-26,Not Requested
INV-001135,CUST-00210,Starter,237.0,USD,Paid,Credit Card,2026-03-26,2026-03-30,Not Requested
INV-001136,CUST-00210,Starter,237.0,USD,Paid,PayPal,2026-04-25,2026-04-25,Not Requested
INV-001137,CUST-00210,Starter,237.0,USD,Paid,Credit Card,2026-05-25,2026-05-27,Not Requested
INV-001138,CUST-00210,Starter,237.0,USD,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-001139,CUST-00210,Starter,237.0,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-001140,CUST-00211,Professional,6264.17,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-29,Not Requested
INV-001141,CUST-00211,Professional,6264.17,USD,Paid,Credit Card,2025-09-27,2025-10-02,Not Requested
INV-001142,CUST-00211,Professional,6264.17,USD,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-001143,CUST-00211,Professional,6264.17,USD,Pending,ACH Bank Transfer,2025-11-26,,Not Requested
INV-001144,CUST-00211,Professional,6264.17,USD,Paid,PayPal,2025-12-26,2026-01-02,Not Requested
INV-001145,CUST-00211,Professional,6264.17,USD,Refunded,ACH Bank Transfer,2026-01-25,2026-01-25,Requested
INV-001146,CUST-00211,Professional,6264.17,USD,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-001147,CUST-00211,Professional,6264.17,USD,Pending,Credit Card,2026-03-26,,Not Requested
INV-001148,CUST-00211,Professional,6264.17,USD,Paid,Credit Card,2026-04-25,2026-04-28,Not Requested
INV-001149,CUST-00211,Professional,6264.17,USD,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-001150,CUST-00211,Professional,6264.17,USD,Paid,PayPal,2026-06-24,2026-06-29,Not Requested
INV-001151,CUST-00211,Professional,6264.17,USD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-001152,CUST-00212,Professional,4315.32,EUR,Paid,ACH Bank Transfer,2025-08-28,2025-08-29,Not Requested
INV-001153,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-001154,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-001155,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2025-11-26,2025-11-30,Not Requested
INV-001156,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2025-12-26,2025-12-27,Not Requested
INV-001157,CUST-00212,Professional,4315.32,EUR,Paid,ACH Bank Transfer,2026-01-25,2026-01-27,Not Requested
INV-001158,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-001159,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2026-03-26,2026-03-31,Not Requested
INV-001160,CUST-00212,Professional,4315.32,EUR,Paid,ACH Bank Transfer,2026-04-25,2026-04-28,Not Requested
INV-001161,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2026-05-25,2026-05-28,Not Requested
INV-001162,CUST-00212,Professional,4315.32,EUR,Paid,Credit Card,2026-06-24,2026-06-30,Not Requested
INV-001163,CUST-00212,Professional,4315.32,EUR,Paid,PayPal,2026-07-24,2026-07-25,Not Requested
INV-001164,CUST-00213,Professional,101415.56,USD,Pending,Credit Card,2025-08-28,,Not Requested
INV-001165,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2025-08-28,2025-09-01,Not Requested
INV-001166,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2025-09-27,2025-09-27,Not Requested
INV-001167,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-001168,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-001169,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-001170,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2026-01-25,2026-01-28,Not Requested
INV-001171,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2026-02-24,2026-02-24,Not Requested
INV-001172,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-001173,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2026-04-25,2026-04-27,Not Requested
INV-001174,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2026-05-25,2026-05-27,Not Requested
INV-001175,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2026-06-24,2026-06-25,Not Requested
INV-001176,CUST-00214,Starter,336.16,USD,Paid,Credit Card,2026-07-24,2026-07-27,Not Requested
INV-001177,CUST-00215,Professional,2447.69,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-29,Not Requested
INV-001178,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-001179,CUST-00215,Professional,2447.69,USD,Paid,ACH Bank Transfer,2025-10-27,2025-10-29,Not Requested
INV-001180,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-001181,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-001182,CUST-00215,Professional,2447.69,USD,Paid,PayPal,2026-01-25,2026-01-30,Not Requested
INV-001183,CUST-00215,Professional,2447.69,USD,Paid,ACH Bank Transfer,2026-02-24,2026-03-02,Not Requested
INV-001184,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2026-03-26,2026-03-31,Not Requested
INV-001185,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-001186,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2026-05-25,2026-05-29,Not Requested
INV-001187,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-001188,CUST-00215,Professional,2447.69,USD,Paid,Credit Card,2026-07-24,2026-07-27,Not Requested
INV-001189,CUST-00216,Professional,47930.37,EUR,Failed,Credit Card,2025-08-28,,Not Requested
INV-001190,CUST-00217,Professional,6830.1,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-001191,CUST-00217,Professional,6830.1,USD,Paid,Credit Card,2025-09-27,2025-10-04,Not Requested
INV-001192,CUST-00217,Professional,6830.1,USD,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-001193,CUST-00217,Professional,6830.1,USD,Paid,Credit Card,2025-11-26,2025-12-03,Not Requested
INV-001194,CUST-00217,Professional,6830.1,USD,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-001195,CUST-00217,Professional,6830.1,USD,Paid,ACH Bank Transfer,2026-01-25,2026-01-30,Not Requested
INV-001196,CUST-00217,Professional,6830.1,USD,Paid,PayPal,2026-02-24,2026-02-24,Not Requested
INV-001197,CUST-00217,Professional,6830.1,USD,Paid,ACH Bank Transfer,2026-03-26,2026-03-31,Not Requested
INV-001198,CUST-00217,Professional,6830.1,USD,Paid,ACH Bank Transfer,2026-04-25,2026-04-28,Not Requested
INV-001199,CUST-00217,Professional,6830.1,USD,Paid,PayPal,2026-05-25,2026-05-26,Not Requested
INV-001200,CUST-00217,Professional,6830.1,USD,Pending,Credit Card,2026-06-24,,Not Requested
INV-001201,CUST-00217,Professional,6830.1,USD,Paid,Credit Card,2026-07-24,2026-07-27,Not Requested
INV-001202,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-001203,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2025-09-27,2025-10-02,Not Requested
INV-001204,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-001205,CUST-00218,Starter,101.96,USD,Paid,PayPal,2025-11-26,2025-11-30,Not Requested
INV-001206,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2025-12-26,2025-12-26,Not Requested
INV-001207,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2026-01-25,2026-01-28,Not Requested
INV-001208,CUST-00218,Starter,101.96,USD,Failed,Credit Card,2026-02-24,,Not Requested
INV-001209,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2026-03-26,2026-03-26,Not Requested
INV-001210,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-001211,CUST-00218,Starter,101.96,USD,Failed,Credit Card,2026-05-25,,Not Requested
INV-001212,CUST-00218,Starter,101.96,USD,Paid,Credit Card,2026-06-24,2026-06-26,Not Requested
INV-001213,CUST-00218,Starter,101.96,USD,Pending,Credit Card,2026-07-24,,Not Requested
INV-001214,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-001215,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2025-09-27,2025-09-29,Not Requested
INV-001216,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-001217,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-001218,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2025-12-26,2025-12-28,Not Requested
INV-001219,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-001220,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-001221,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2026-03-26,2026-03-27,Not Requested
INV-001222,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2026-04-25,2026-05-01,Not Requested
INV-001223,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-001224,CUST-00219,Starter,276.36,USD,Paid,Credit Card,2026-06-24,2026-06-24,Not Requested
INV-001225,CUST-00219,Starter,276.36,USD,Pending,Credit Card,2026-07-24,,Not Requested
INV-001226,CUST-00220,Starter,7771.84,USD,Paid,Credit Card,2025-08-28,2025-09-06,Not Requested
INV-001227,CUST-00221,Professional,56539.27,USD,Refunded,Credit Card,2025-08-28,2025-09-03,Requested
INV-001228,CUST-00222,Starter,273.81,EUR,Paid,PayPal,2025-08-28,2025-09-01,Not Requested
INV-001229,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-001230,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2025-10-27,2025-10-27,Not Requested
INV-001231,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-001232,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2025-12-26,2025-12-29,Not Requested
INV-001233,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2026-01-25,2026-01-29,Not Requested
INV-001234,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-001235,CUST-00222,Starter,273.81,EUR,Paid,PayPal,2026-03-26,2026-03-26,Not Requested
INV-001236,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2026-04-25,2026-04-30,Not Requested
INV-001237,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2026-05-25,2026-05-27,Not Requested
INV-001238,CUST-00222,Starter,273.81,EUR,Failed,Credit Card,2026-06-24,,Not Requested
INV-001239,CUST-00222,Starter,273.81,EUR,Paid,Credit Card,2026-07-24,2026-07-26,Not Requested
INV-001240,CUST-00223,Starter,357.46,CAD,Failed,PayPal,2025-08-28,,Not Requested
INV-001241,CUST-00223,Starter,357.46,CAD,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-001242,CUST-00223,Starter,357.46,CAD,Paid,PayPal,2025-10-27,2025-10-28,Not Requested
INV-001243,CUST-00223,Starter,357.46,CAD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-001244,CUST-00223,Starter,357.46,CAD,Failed,Credit Card,2025-12-26,,Not Requested
INV-001245,CUST-00223,Starter,357.46,CAD,Paid,Credit Card,2026-01-25,2026-01-29,Not Requested
INV-001246,CUST-00223,Starter,357.46,CAD,Paid,Credit Card,2026-02-24,2026-02-26,Not Requested
INV-001247,CUST-00223,Starter,357.46,CAD,Paid,PayPal,2026-03-26,2026-03-28,Not Requested
INV-001248,CUST-00223,Starter,357.46,CAD,Paid,Credit Card,2026-04-25,2026-04-26,Not Requested
INV-001249,CUST-00223,Starter,357.46,CAD,Pending,Credit Card,2026-05-25,,Not Requested
INV-001250,CUST-00223,Starter,357.46,CAD,Paid,Credit Card,2026-06-24,2026-06-29,Not Requested
INV-001251,CUST-00223,Starter,357.46,CAD,Paid,Credit Card,2026-07-24,2026-07-24,Not Requested
INV-001252,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-001253,CUST-00224,Starter,84.78,USD,Paid,PayPal,2025-09-27,2025-09-27,Not Requested
INV-001254,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2025-10-27,2025-10-30,Not Requested
INV-001255,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2025-11-26,2025-11-27,Not Requested
INV-001256,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2025-12-26,2025-12-30,Not Requested
INV-001257,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
INV-001258,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2026-02-24,2026-02-27,Not Requested
INV-001259,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2026-03-26,2026-03-31,Not Requested
INV-001260,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2026-04-25,2026-04-25,Not Requested
INV-001261,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2026-05-25,2026-05-27,Not Requested
INV-001262,CUST-00224,Starter,84.78,USD,Pending,Credit Card,2026-06-24,,Not Requested
INV-001263,CUST-00224,Starter,84.78,USD,Paid,Credit Card,2026-07-24,2026-07-28,Not Requested
INV-001264,CUST-00225,Enterprise,3088601.45,CAD,Paid,Wire Transfer,2025-08-28,2025-09-01,Not Requested
INV-001265,CUST-00227,Professional,50346.98,USD,Paid,Credit Card,2025-08-28,2025-08-29,Not Requested
INV-001266,CUST-00230,Professional,1195.78,USD,Paid,Credit Card,2025-08-28,2025-08-28,Not Requested
INV-001267,CUST-00230,Professional,1195.78,USD,Paid,ACH Bank Transfer,2025-09-27,2025-09-30,Not Requested
INV-001268,CUST-00230,Professional,1195.78,USD,Paid,Credit Card,2025-10-27,2025-11-02,Not Requested
INV-001269,CUST-00230,Professional,1195.78,USD,Paid,Credit Card,2025-11-26,2025-12-02,Not Requested
INV-001270,CUST-00230,Professional,1195.78,USD,Paid,ACH Bank Transfer,2025-12-26,2025-12-28,Not Requested
INV-001271,CUST-00230,Professional,1195.78,USD,Paid,Credit Card,2026-01-25,2026-01-27,Not Requested
INV-001272,CUST-00230,Professional,1195.78,USD,Paid,Credit Card,2026-02-24,2026-02-25,Not Requested
INV-001273,CUST-00230,Professional,1195.78,USD,Paid,PayPal,2026-03-26,2026-03-26,Not Requested
INV-001274,CUST-00230,Professional,1195.78,USD,Paid,ACH Bank Transfer,2026-04-25,2026-04-26,Not Requested
INV-001275,CUST-00230,Professional,1195.78,USD,Paid,Credit Card,2026-05-25,2026-05-25,Not Requested
INV-001276,CUST-00230,Professional,1195.78,USD,Paid,Credit Card,2026-06-24,2026-06-27,Not Requested
INV-001277,CUST-00230,Professional,1195.78,USD,Paid,PayPal,2026-07-24,2026-07-30,Not Requested
INV-001278,CUST-00231,Professional,54614.38,EUR,Paid,Credit Card,2025-08-28,2025-08-31,Not Requested
INV-001279,CUST-00232,Professional,41330.61,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-29,Not Requested
INV-001280,CUST-00233,Enterprise,838305.6,USD,Paid,Wire Transfer,2026-06-21,2026-06-22,Not Requested
INV-001281,CUST-00234,Starter,6116.61,CAD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-001282,CUST-00235,Enterprise,1219098.32,USD,Paid,Credit Card,2025-08-28,2025-09-03,Not Requested
INV-001283,CUST-00236,Professional,5978.01,USD,Paid,Credit Card,2025-08-28,2025-08-30,Not Requested
INV-001284,CUST-00237,Professional,7929.68,USD,Paid,Credit Card,2025-08-28,2025-09-05,Not Requested
INV-001285,CUST-00237,Professional,7929.68,USD,Paid,ACH Bank Transfer,2025-09-27,2025-09-29,Not Requested
INV-001286,CUST-00237,Professional,7929.68,USD,Paid,Credit Card,2025-10-27,2025-10-28,Not Requested
INV-001287,CUST-00237,Professional,7929.68,USD,Paid,ACH Bank Transfer,2025-11-26,2025-11-27,Not Requested
INV-001288,CUST-00237,Professional,7929.68,USD,Paid,Credit Card,2025-12-26,2025-12-31,Not Requested
INV-001289,CUST-00237,Professional,7929.68,USD,Paid,Credit Card,2026-01-25,2026-01-29,Not Requested
INV-001290,CUST-00237,Professional,7929.68,USD,Paid,Credit Card,2026-02-24,2026-02-26,Not Requested
INV-001291,CUST-00237,Professional,7929.68,USD,Paid,ACH Bank Transfer,2026-03-26,2026-03-26,Not Requested
INV-001292,CUST-00237,Professional,7929.68,USD,Refunded,Credit Card,2026-04-25,2026-04-28,Denied
INV-001293,CUST-00237,Professional,7929.68,USD,Paid,Credit Card,2026-05-25,2026-05-29,Not Requested
INV-001294,CUST-00237,Professional,7929.68,USD,Paid,Credit Card,2026-06-24,2026-06-25,Not Requested
INV-001295,CUST-00237,Professional,7929.68,USD,Paid,ACH Bank Transfer,2026-07-24,2026-07-25,Not Requested
INV-001296,CUST-00238,Professional,91030.69,USD,Paid,ACH Bank Transfer,2025-08-28,2025-08-28,Not Requested
INV-001297,CUST-00239,Starter,210.9,EUR,Paid,Credit Card,2025-08-28,2025-09-02,Not Requested
INV-001298,CUST-00239,Starter,210.9,EUR,Paid,Credit Card,2025-09-27,2025-09-28,Not Requested
INV-001299,CUST-00239,Starter,210.9,EUR,Paid,Credit Card,2025-10-27,2025-11-03,Not Requested
INV-001300,CUST-00239,Starter,210.9,EUR,Paid,Credit Card,2025-11-26,2025-11-26,Not Requested
INV-001301,CUST-00239,Starter,210.9,EUR,Paid,PayPal,2025-12-26,2025-12-31,Not Requested
INV-001302,CUST-00239,Starter,210.9,EUR,Paid,Credit Card,2026-01-25,2026-01-25,Not Requested
